"abs_error_sp_15min","abs_error_sp_30min","abs_error_sp_45min","abs_error_sp_60min","abs_error_sp_75min","abs_error_sp_90min","abs_error_sp_105min","abs_error_sp_120min"
2.51,2.51,2.51,Inf,2.51,2.51,2.51,2.51
2.44,2.44,2.44,Inf,2.44,2.44,2.44,2.44
2.39,2.39,2.39,Inf,2.39,2.39,2.39,2.39
2.4,2.4,2.4,Inf,2.4,2.4,2.4,2.4
2.47,2.47,2.47,Inf,2.47,2.47,2.47,2.47
2.57,2.57,2.57,Inf,2.57,2.57,2.57,2.57
2.62,2.62,2.62,Inf,2.62,2.62,2.62,2.62
2.69,2.69,2.69,Inf,2.69,2.69,2.69,2.69
2.8,2.8,Inf,2.8,2.8,2.8,2.8,2.8
2.81,2.81,Inf,2.81,2.81,2.81,2.81,2.81
2.81,2.81,Inf,2.81,2.81,2.81,2.81,2.81
2.93,2.93,Inf,2.93,2.93,2.93,2.93,2.93
2.98,2.98,Inf,2.98,2.98,2.98,2.98,2.98
3.01,3.01,Inf,3.01,3.01,3.01,3.01,3.01
2.95,2.95,Inf,2.95,2.95,2.95,2.95,2.95
2.94,2.94,Inf,2.94,2.94,2.94,2.94,2.94
3.01,3.01,Inf,3.01,3.01,3.01,3.01,3.01
3.06,3.06,Inf,3.06,3.06,3.06,3.06,3.06
3.02,3.02,Inf,3.02,3.02,3.02,3.02,3.02
2.95,2.95,Inf,2.95,2.95,2.95,2.95,2.95
2.94,2.94,Inf,2.94,2.94,2.94,2.94,2.94
2.9,2.9,Inf,2.9,2.9,2.9,2.9,2.9
2.87,2.87,Inf,2.87,2.87,2.87,2.87,2.87
2.79,Inf,2.79,2.79,2.79,2.79,2.79,2.79
2.78,Inf,2.78,2.78,2.78,2.78,2.78,2.78
2.68,Inf,2.68,2.68,2.68,2.68,2.68,2.68
2.6,Inf,2.6,2.6,2.6,2.6,2.6,2.6
2.56,Inf,2.56,2.56,2.56,2.56,2.56,2.56
2.58,Inf,2.58,2.58,2.58,2.58,2.58,2.58
2.66,Inf,2.66,2.66,2.66,2.66,2.66,2.66
2.65,Inf,2.65,2.65,2.65,2.65,2.65,2.65
2.62,Inf,2.62,2.62,2.62,2.62,2.62,2.62
2.58,Inf,2.58,2.58,2.58,2.58,2.58,2.58
2.55,Inf,2.55,2.55,2.55,2.55,2.55,2.55
2.62,Inf,2.62,2.62,2.62,2.62,2.62,2.62
2.67,Inf,2.67,2.67,2.67,2.67,2.67,2.67
2.81,Inf,2.81,2.81,2.81,2.81,2.81,2.81
2.88,Inf,2.88,2.88,2.88,2.88,2.88,2.88
Inf,2.96,2.96,2.96,2.96,2.96,2.96,2.96
Inf,2.93,2.93,2.93,2.93,2.93,2.93,2.93
Inf,2.91,2.91,2.91,2.91,2.91,2.91,2.91
Inf,2.93,2.93,2.93,2.93,2.93,2.93,2.93
Inf,2.94,2.94,2.94,2.94,2.94,2.94,2.94
Inf,2.97,2.97,2.97,2.97,2.97,2.97,2.97
Inf,3,3,3,3,3,3,3
Inf,3.03,3.03,3.03,3.03,3.03,3.03,3.03
Inf,3.04,3.04,3.04,3.04,3.04,3.04,3.04
Inf,3.12,3.12,3.12,3.12,3.12,3.12,3.12
Inf,3.25,3.25,3.25,3.25,3.25,3.25,3.25
Inf,3.34,3.34,3.34,3.34,3.34,3.34,3.34
Inf,3.35,3.35,3.35,3.35,3.35,3.35,3.35
Inf,3.25,3.25,3.25,3.25,3.25,3.25,3.25
Inf,3.25,3.25,3.25,3.25,3.25,3.25,3.25
3.22,3.22,3.22,3.22,3.22,3.22,3.22,3.22
3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27
3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.36
3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43
3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.36
3.34,3.34,3.34,3.34,3.34,3.34,3.34,3.34
3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31
3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35
3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48
3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49
3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49
3.41,3.41,3.41,3.41,3.41,3.41,3.41,3.41
3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29
3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23
3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18
3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09
3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02
3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02
2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91
2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96
2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93
2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95
2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88
2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72
2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62
2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52
2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47
2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51
2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48
2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45
2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44
2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36
2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36
2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39
2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41
2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44
2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51
2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57
2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63
2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69
2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73
2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79
2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86
2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94
3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06
3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08
3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06
3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01
2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93
2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82
2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75
2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67
2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56
2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51
2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43
2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41
2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41
2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32
2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32
2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26
2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33
2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33
2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58
2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58
2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9
2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98
3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05
3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08
3.13,3.13,3.13,3.13,3.13,3.13,3.13,3.13
3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17
3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18
3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19
3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17
3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12
3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09
3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14
3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14
3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12
3.13,3.13,3.13,3.13,3.13,3.13,3.13,3.13
3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09
3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05
3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3
3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06
3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08
3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15
3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28
3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4
3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47
3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.36
3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19
3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12
3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09
3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05
3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02
3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01
2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93
2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86
2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75
2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63
2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55
2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45
2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42
2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37
2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51
2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63
2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72
2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8
2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85
2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88
2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95
3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11
3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35
3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49
3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49
3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63
3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72
3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79
3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83
3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89
3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96
3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96
4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19
4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26
4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32
4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32
4.36,4.36,4.36,4.36,4.36,4.36,4.36,4.36
4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43
4.51,4.51,4.51,4.51,4.51,4.51,4.51,4.51
4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55
4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58
4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58
4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75
4.83,4.83,4.83,4.83,4.83,4.83,4.83,4.83
4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86
4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86
4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82
4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77
4.71,4.71,4.71,4.71,4.71,4.71,4.71,4.71
4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68
4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69
4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69
4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63
4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58
4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53
4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44
4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38
4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33
4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32
4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3
4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32
4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32
4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37
4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38
4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42
4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45
4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48
4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48
4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43
4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37
4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32
4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28
4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23
4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19
4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15
4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11
4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11
4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06
4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07
4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05
4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01
4,4,4,4,4,4,4,4
4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07
4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17
4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24
4.29,4.29,4.29,4.29,4.29,4.29,4.29,4.29
4.29,4.29,4.29,4.29,4.29,4.29,4.29,4.29
4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35
4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44
4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58
4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68
4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74
4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81
4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84
4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82
4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89
4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96
5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02
5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07
5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16
5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27
5.47,5.47,5.47,5.47,5.47,5.47,5.47,5.47
5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67
5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63
5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62
5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61
5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65
5.66,5.66,5.66,5.66,5.66,5.66,5.66,5.66
5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69
5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68
5.66,5.66,5.66,5.66,5.66,5.66,5.66,5.66
5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61
5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54
5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44
5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39
5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35
5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38
5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42
5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46
5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51
5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54
5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55
5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58
5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58
5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55
5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55
5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42
5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42
5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09
4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95
4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77
4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47
4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31
4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2
4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17
4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15
4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09
3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97
3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88
3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85
3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79
3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71
3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67
3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7
3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65
3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66
3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69
3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66
3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61
3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61
3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64
3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67
3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67
3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69
3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66
3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61
3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59
3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51
3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49
3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51
3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47
3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42
3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.36
3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39
3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4
3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42
3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44
3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59
3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64
3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72
3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87
3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92
3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91
3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94
4,4,4,4,4,4,4,4
4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06
4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08
4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12
4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18
4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18
4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23
4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42
4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77
4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95
5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24
5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35
5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44
5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54
5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62
5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69
5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75
5.79,5.79,5.79,5.79,5.79,5.79,5.79,5.79
5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83
5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86
5.79,5.79,5.79,5.79,5.79,5.79,5.79,5.79
5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75
5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71
5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69
5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69
5.66,5.66,5.66,5.66,5.66,5.66,5.66,5.66
5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56
5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38
5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01
4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81
4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45
4.36,4.36,4.36,4.36,4.36,4.36,4.36,4.36
4.36,4.36,4.36,4.36,4.36,4.36,4.36,4.36
4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14
3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99
3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83
3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59
3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.36
3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18
3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07
3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09
3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14
3.22,3.22,3.22,3.22,3.22,3.22,3.22,3.22
3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33
3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39
3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38
3.34,3.34,3.34,3.34,3.34,3.34,3.34,3.34
3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38
3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45
3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67
3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95
4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22
4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44
4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65
4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92
5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11
5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26
5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49
5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53
5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54
5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58
5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58
5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58
5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51
5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9
4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66
4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66
4.51,4.51,4.51,4.51,4.51,4.51,4.51,4.51
4.29,4.29,4.29,4.29,4.29,4.29,4.29,4.29
4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16
4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03
3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92
3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89
3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86
3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82
3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83
3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78
3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72
3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58
3.41,3.41,3.41,3.41,3.41,3.41,3.41,3.41
3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19
3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01
2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83
2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68
2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61
2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54
2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34
2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09
1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78
1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64
1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55
1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37
1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22
