"abs_error_sp_15min","abs_error_sp_30min","abs_error_sp_45min","abs_error_sp_60min","abs_error_sp_75min","abs_error_sp_90min","abs_error_sp_105min","abs_error_sp_120min"
-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58
-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41
-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28
-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18
-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14
-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07
0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56
0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76
0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71
0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68
0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54
0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26
-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43
-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6
-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65
-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72
-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75
-0.78,-0.78,-0.78,-0.78,-0.78,-0.78,-0.78,-0.78
-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8
-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77
-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74
-0.71,-0.71,-0.71,-0.71,-0.71,-0.71,-0.71,-0.71
-0.68,-0.68,-0.68,-0.68,-0.68,-0.68,-0.68,-0.68
-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65
-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,-0.63
-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51
-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38
-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27
-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11
0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78
0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16
1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22
1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23
1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23
1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22
1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22
1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21
1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16
1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07
1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79
0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71
0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71
0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73
0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39
1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42
1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46
1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49
1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53
1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55
1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58
1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62
1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71
1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71
1.72,1.72,1.72,1.72,1.72,1.72,1.72,1.72
1.72,1.72,1.72,1.72,1.72,1.72,1.72,1.72
1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78
1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78
1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83
1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86
1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94
1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95
1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95
1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94
1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94
2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01
2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04
2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04
2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02
2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04
2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08
2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16
2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19
2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27
2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34
2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41
2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47
2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49
2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53
2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52
2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56
2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62
2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69
2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69
2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83
2.97,2.97,2.97,2.97,2.97,2.97,2.97,2.97
3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23
3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26
3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27
3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35
3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38
3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17
3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44
3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46
3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47
3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
3.54,3.54,3.54,3.54,3.54,3.54,3.54,3.54
3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48
3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4
3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33
3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33
3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28
3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24
3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15
3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11
3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07
3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07
3,3,3,3,3,3,3,3
2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81
2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73
2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64
2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51
2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43
2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36
2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31
2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33
2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33
2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34
2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35
2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34
2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34
2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39
2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43
2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47
2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47
2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42
2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32
2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24
2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12
1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97
1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83
1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58
1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17
1.06,1.06,1.06,1.06,1.06,1.06,1.06,Inf
0.92,0.92,0.92,0.92,0.92,0.92,0.92,Inf
0.84,0.84,0.84,0.84,0.84,0.84,0.84,Inf
0.82,0.82,0.82,0.82,0.82,0.82,0.82,Inf
0.8,0.8,0.8,0.8,0.8,0.8,0.8,Inf
0.73,0.73,0.73,0.73,0.73,0.73,0.73,Inf
0.7,0.7,0.7,0.7,0.7,0.7,0.7,Inf
0.7,0.7,0.7,0.7,0.7,0.7,0.7,Inf
0.66,0.66,0.66,0.66,0.66,0.66,0.66,Inf
0.58,0.58,0.58,0.58,0.58,0.58,0.58,Inf
0.58,0.58,0.58,0.58,0.58,0.58,0.58,Inf
0.41,0.41,0.41,0.41,0.41,0.41,0.41,Inf
0.32,0.32,0.32,0.32,0.32,0.32,0.32,Inf
0.22,0.22,0.22,0.22,0.22,0.22,0.22,Inf
0.17,0.17,0.17,0.17,0.17,0.17,0.17,Inf
0.07,0.07,0.07,0.07,0.07,0.07,Inf,0.07
-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,Inf,-0.01
-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,Inf,-0.08
-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,Inf,-0.1
-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,Inf,-0.2
-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,Inf,-0.26
-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,Inf,-0.35
-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,Inf,-0.35
-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,Inf,-0.54
-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,Inf,-0.58
-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,Inf,-0.57
-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,Inf,-0.61
-0.71,-0.71,-0.71,-0.71,-0.71,-0.71,Inf,-0.71
-0.71,-0.71,-0.71,-0.71,-0.71,-0.71,Inf,-0.71
-0.84,-0.84,-0.84,-0.84,-0.84,-0.84,Inf,-0.84
-0.86,-0.86,-0.86,-0.86,-0.86,Inf,-0.86,-0.86
-0.78,-0.78,-0.78,-0.78,-0.78,Inf,-0.78,-0.78
-0.78,-0.78,-0.78,-0.78,-0.78,Inf,-0.78,-0.78
-0.72,-0.72,-0.72,-0.72,-0.72,Inf,-0.72,-0.72
-0.65,-0.65,-0.65,-0.65,-0.65,Inf,-0.65,-0.65
-0.61,-0.61,-0.61,-0.61,-0.61,Inf,-0.61,-0.61
-0.61,-0.61,-0.61,-0.61,-0.61,Inf,-0.61,-0.61
-0.59,-0.59,-0.59,-0.59,-0.59,Inf,-0.59,-0.59
-0.63,-0.63,-0.63,-0.63,-0.63,Inf,-0.63,-0.63
-0.67,-0.67,-0.67,-0.67,-0.67,Inf,-0.67,-0.67
-0.74,-0.74,-0.74,-0.74,-0.74,Inf,-0.74,-0.74
-0.77,-0.77,-0.77,-0.77,-0.77,Inf,-0.77,-0.77
-0.72,-0.72,-0.72,-0.72,-0.72,Inf,-0.72,-0.72
-0.71,-0.71,-0.71,-0.71,-0.71,Inf,-0.71,-0.71
-0.78,-0.78,-0.78,-0.78,-0.78,Inf,-0.78,-0.78
-0.87,-0.87,-0.87,-0.87,Inf,-0.87,-0.87,-0.87
-1.03,-1.03,-1.03,-1.03,Inf,-1.03,-1.03,-1.03
-1.16,-1.16,-1.16,-1.16,Inf,-1.16,-1.16,-1.16
-1.37,-1.37,-1.37,-1.37,Inf,-1.37,-1.37,-1.37
-1.56,-1.56,-1.56,-1.56,Inf,-1.56,-1.56,-1.56
-1.8,-1.8,-1.8,-1.8,Inf,-1.8,-1.8,-1.8
-2,-2,-2,-2,Inf,-2,-2,-2
-2.17,-2.17,-2.17,-2.17,Inf,-2.17,-2.17,-2.17
-2.26,-2.26,-2.26,-2.26,Inf,-2.26,-2.26,-2.26
-2.33,-2.33,-2.33,-2.33,Inf,-2.33,-2.33,-2.33
-2.33,-2.33,-2.33,-2.33,Inf,-2.33,-2.33,-2.33
-2.31,-2.31,-2.31,-2.31,Inf,-2.31,-2.31,-2.31
-2.35,-2.35,-2.35,-2.35,Inf,-2.35,-2.35,-2.35
-2.39,-2.39,-2.39,-2.39,Inf,-2.39,-2.39,-2.39
-2.37,-2.37,-2.37,-2.37,Inf,-2.37,-2.37,-2.37
-2.41,-2.41,-2.41,Inf,-2.41,-2.41,-2.41,-2.41
-2.41,-2.41,-2.41,Inf,-2.41,-2.41,-2.41,-2.41
-2.52,-2.52,-2.52,Inf,-2.52,-2.52,-2.52,-2.52
-2.44,-2.44,-2.44,Inf,-2.44,-2.44,-2.44,-2.44
-2.42,-2.42,-2.42,Inf,-2.42,-2.42,-2.42,-2.42
-2.31,-2.31,-2.31,Inf,-2.31,-2.31,-2.31,-2.31
-2.23,-2.23,-2.23,Inf,-2.23,-2.23,-2.23,-2.23
-2.19,-2.19,-2.19,Inf,-2.19,-2.19,-2.19,-2.19
-2.24,-2.24,-2.24,Inf,-2.24,-2.24,-2.24,-2.24
-2.23,-2.23,-2.23,Inf,-2.23,-2.23,-2.23,-2.23
-2.28,-2.28,-2.28,Inf,-2.28,-2.28,-2.28,-2.28
-2.44,-2.44,-2.44,Inf,-2.44,-2.44,-2.44,-2.44
-2.44,-2.44,-2.44,Inf,-2.44,-2.44,-2.44,-2.44
-2.8,-2.8,-2.8,Inf,-2.8,-2.8,-2.8,-2.8
-2.92,-2.92,-2.92,Inf,-2.92,-2.92,-2.92,-2.92
-2.98,-2.98,Inf,-2.98,-2.98,-2.98,-2.98,-2.98
-2.95,-2.95,Inf,-2.95,-2.95,-2.95,-2.95,-2.95
-2.99,-2.99,Inf,-2.99,-2.99,-2.99,-2.99,-2.99
-3.12,-3.12,Inf,-3.12,-3.12,-3.12,-3.12,-3.12
-3.17,-3.17,Inf,-3.17,-3.17,-3.17,-3.17,-3.17
-3.29,-3.29,Inf,-3.29,-3.29,-3.29,-3.29,-3.29
-3.38,-3.38,Inf,-3.38,-3.38,-3.38,-3.38,-3.38
-3.41,-3.41,Inf,-3.41,-3.41,-3.41,-3.41,-3.41
-3.41,-3.41,Inf,-3.41,-3.41,-3.41,-3.41,-3.41
-3.55,-3.55,Inf,-3.55,-3.55,-3.55,-3.55,-3.55
-3.63,-3.63,Inf,-3.63,-3.63,-3.63,-3.63,-3.63
-3.66,-3.66,Inf,-3.66,-3.66,-3.66,-3.66,-3.66
-3.64,-3.64,Inf,-3.64,-3.64,-3.64,-3.64,-3.64
-3.67,-3.67,Inf,-3.67,-3.67,-3.67,-3.67,-3.67
-3.67,-3.67,Inf,-3.67,-3.67,-3.67,-3.67,-3.67
-3.75,Inf,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75
-3.93,Inf,-3.93,-3.93,-3.93,-3.93,-3.93,-3.93
-3.93,Inf,-3.93,-3.93,-3.93,-3.93,-3.93,-3.93
-4.05,Inf,-4.05,-4.05,-4.05,-4.05,-4.05,-4.05
-4.11,Inf,-4.11,-4.11,-4.11,-4.11,-4.11,-4.11
-4.15,Inf,-4.15,-4.15,-4.15,-4.15,-4.15,-4.15
-4.22,Inf,-4.22,-4.22,-4.22,-4.22,-4.22,-4.22
-4.35,Inf,-4.35,-4.35,-4.35,-4.35,-4.35,-4.35
-4.43,Inf,-4.43,-4.43,-4.43,-4.43,-4.43,-4.43
-4.48,Inf,-4.48,-4.48,-4.48,-4.48,-4.48,-4.48
-4.52,Inf,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52
-4.52,Inf,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52
-4.54,Inf,-4.54,-4.54,-4.54,-4.54,-4.54,-4.54
-4.54,Inf,-4.54,-4.54,-4.54,-4.54,-4.54,-4.54
-4.49,Inf,-4.49,-4.49,-4.49,-4.49,-4.49,-4.49
Inf,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52
Inf,-4.55,-4.55,-4.55,-4.55,-4.55,-4.55,-4.55
Inf,-4.61,-4.61,-4.61,-4.61,-4.61,-4.61,-4.61
Inf,-4.62,-4.62,-4.62,-4.62,-4.62,-4.62,-4.62
Inf,-4.64,-4.64,-4.64,-4.64,-4.64,-4.64,-4.64
Inf,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6
Inf,-4.56,-4.56,-4.56,-4.56,-4.56,-4.56,-4.56
Inf,-4.47,-4.47,-4.47,-4.47,-4.47,-4.47,-4.47
Inf,-4.4,-4.4,-4.4,-4.4,-4.4,-4.4,-4.4
Inf,-4.37,-4.37,-4.37,-4.37,-4.37,-4.37,-4.37
Inf,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44
Inf,-4.55,-4.55,-4.55,-4.55,-4.55,-4.55,-4.55
Inf,-4.57,-4.57,-4.57,-4.57,-4.57,-4.57,-4.57
Inf,-4.56,-4.56,-4.56,-4.56,-4.56,-4.56,-4.56
Inf,-4.67,-4.67,-4.67,-4.67,-4.67,-4.67,-4.67
