"abs_error_sp_15min","abs_error_sp_30min","abs_error_sp_45min","abs_error_sp_60min","abs_error_sp_75min","abs_error_sp_90min","abs_error_sp_105min","abs_error_sp_120min"
-2.47,-2.47,-2.47,-2.47,-2.47,-2.47,-2.47,-2.47
-2.47,-2.47,-2.47,-2.47,-2.47,-2.47,-2.47,-2.47
-2.34,-2.34,-2.34,-2.34,-2.34,-2.34,-2.34,-2.34
-2.07,-2.07,-2.07,-2.07,-2.07,-2.07,-2.07,-2.07
-2.11,-2.11,-2.11,-2.11,-2.11,-2.11,-2.11,-2.11
-2.23,-2.23,-2.23,-2.23,-2.23,-2.23,-2.23,-2.23
-2.23,-2.23,-2.23,-2.23,-2.23,-2.23,-2.23,-2.23
-2.52,-2.52,-2.52,-2.52,-2.52,-2.52,-2.52,-2.52
-2.65,-2.65,-2.65,-2.65,-2.65,-2.65,-2.65,-2.65
-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8
-2.93,-2.93,-2.93,-2.93,-2.93,-2.93,-2.93,-2.93
-3.06,-3.06,-3.06,-3.06,-3.06,-3.06,-3.06,-3.06
-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2
-3.33,-3.33,-3.33,-3.33,-3.33,-3.33,-3.33,-3.33
-3.49,-3.49,-3.49,-3.49,-3.49,-3.49,-3.49,-3.49
-3.59,-3.59,-3.59,-3.59,-3.59,-3.59,-3.59,-3.59
-3.71,-3.71,-3.71,-3.71,-3.71,-3.71,-3.71,-3.71
-3.82,-3.82,-3.82,-3.82,-3.82,-3.82,-3.82,-3.82
-3.95,-3.95,-3.95,-3.95,-3.95,-3.95,-3.95,-3.95
-3.96,-3.96,-3.96,-3.96,-3.96,-3.96,-3.96,-3.96
-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9
-3.88,-3.88,-3.88,-3.88,-3.88,-3.88,-3.88,-3.88
-3.84,-3.84,-3.84,-3.84,-3.84,-3.84,-3.84,-3.84
-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,-3.78
-3.67,-3.67,-3.67,-3.67,-3.67,-3.67,-3.67,-3.67
-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57
-3.45,-3.45,-3.45,-3.45,-3.45,-3.45,-3.45,-3.45
-3.34,-3.34,-3.34,-3.34,-3.34,-3.34,-3.34,-3.34
-3.25,-3.25,-3.25,-3.25,-3.25,-3.25,-3.25,-3.25
-3.17,-3.17,-3.17,-3.17,-3.17,-3.17,-3.17,-3.17
-3.08,-3.08,-3.08,-3.08,-3.08,-3.08,-3.08,-3.08
-3,-3,-3,-3,-3,-3,-3,-3
-2.94,-2.94,-2.94,-2.94,-2.94,-2.94,-2.94,-2.94
-2.81,-2.81,-2.81,-2.81,-2.81,-2.81,-2.81,-2.81
-2.71,-2.71,-2.71,-2.71,-2.71,-2.71,-2.71,-2.71
-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63
-2.57,-2.57,-2.57,-2.57,-2.57,-2.57,-2.57,-2.57
-2.57,-2.57,-2.57,-2.57,-2.57,-2.57,-2.57,-2.57
-2.46,-2.46,-2.46,-2.46,-2.46,-2.46,-2.46,-2.46
-2.46,-2.46,-2.46,-2.46,-2.46,-2.46,-2.46,-2.46
-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
-2.57,-2.57,-2.57,-2.57,-2.57,-2.57,-2.57,-2.57
-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63
-2.69,-2.69,-2.69,-2.69,-2.69,-2.69,-2.69,-2.69
-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7
-2.72,-2.72,-2.72,-2.72,-2.72,-2.72,-2.72,-2.72
-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75
-2.82,-2.82,-2.82,-2.82,-2.82,-2.82,-2.82,-2.82
-2.93,-2.93,-2.93,-2.93,-2.93,-2.93,-2.93,-2.93
-3.04,-3.04,-3.04,-3.04,-3.04,-3.04,-3.04,-3.04
-3.12,-3.12,-3.12,-3.12,-3.12,-3.12,-3.12,-3.12
-3.15,-3.15,-3.15,-3.15,-3.15,-3.15,-3.15,-3.15
-3.18,-3.18,-3.18,-3.18,-3.18,-3.18,-3.18,-3.18
-3.21,-3.21,-3.21,-3.21,-3.21,-3.21,-3.21,-3.21
-3.25,-3.25,-3.25,-3.25,-3.25,-3.25,-3.25,-3.25
-3.18,-3.18,-3.18,-3.18,-3.18,-3.18,-3.18,-3.18
-3.09,-3.09,-3.09,-3.09,-3.09,-3.09,-3.09,-3.09
-3,-3,-3,-3,-3,-3,-3,-3
-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92
-2.83,-2.83,-2.83,-2.83,-2.83,-2.83,-2.83,-2.83
-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75
-2.67,-2.67,-2.67,-2.67,-2.67,-2.67,-2.67,-2.67
-2.57,-2.57,-2.57,-2.57,-2.57,-2.57,-2.57,-2.57
-2.48,-2.48,-2.48,-2.48,-2.48,-2.48,-2.48,-2.48
-2.38,-2.38,-2.38,-2.38,-2.38,-2.38,-2.38,-2.38
-2.28,-2.28,-2.28,-2.28,-2.28,-2.28,-2.28,-2.28
-2.28,-2.28,-2.28,-2.28,-2.28,-2.28,-2.28,-2.28
-2.18,-2.18,-2.18,-2.18,-2.18,-2.18,-2.18,-2.18
-2.11,-2.11,-2.11,-2.11,-2.11,-2.11,-2.11,-2.11
-2.11,-2.11,-2.11,-2.11,-2.11,-2.11,-2.11,-2.11
-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94
-1.93,-1.93,-1.93,-1.93,-1.93,-1.93,-1.93,-1.93
-1.92,-1.92,-1.92,-1.92,-1.92,-1.92,-1.92,-1.92
-1.92,-1.92,-1.92,-1.92,-1.92,-1.92,-1.92,-1.92
-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96
-1.99,-1.99,-1.99,-1.99,-1.99,-1.99,-1.99,-1.99
-2.04,-2.04,-2.04,-2.04,-2.04,-2.04,-2.04,-2.04
-2.06,-2.06,-2.06,-2.06,-2.06,-2.06,-2.06,-2.06
-2.12,-2.12,-2.12,-2.12,-2.12,-2.12,-2.12,-2.12
-2.17,-2.17,-2.17,-2.17,-2.17,-2.17,-2.17,-2.17
-2.22,-2.22,-2.22,-2.22,-2.22,-2.22,-2.22,-2.22
-2.28,-2.28,-2.28,-2.28,-2.28,-2.28,-2.28,-2.28
-2.36,-2.36,-2.36,-2.36,-2.36,-2.36,-2.36,-2.36
-2.37,-2.37,-2.37,-2.37,-2.37,-2.37,-2.37,-2.37
-2.43,-2.43,-2.43,-2.43,-2.43,-2.43,-2.43,-2.43
-2.49,-2.49,-2.49,-2.49,-2.49,-2.49,-2.49,-2.49
-2.61,-2.61,-2.61,-2.61,-2.61,-2.61,-2.61,-2.61
-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7
-2.76,-2.76,-2.76,-2.76,-2.76,-2.76,-2.76,-2.76
-2.83,-2.83,-2.83,-2.83,-2.83,-2.83,-2.83,-2.83
-2.87,-2.87,-2.87,-2.87,-2.87,-2.87,-2.87,-2.87
-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89
-2.91,-2.91,-2.91,-2.91,-2.91,-2.91,-2.91,-2.91
-2.93,-2.93,-2.93,-2.93,-2.93,-2.93,-2.93,-2.93
-2.95,-2.95,-2.95,-2.95,-2.95,-2.95,-2.95,-2.95
-2.97,-2.97,-2.97,-2.97,-2.97,-2.97,-2.97,-2.97
-2.97,-2.97,-2.97,-2.97,-2.97,-2.97,-2.97,-2.97
-2.97,-2.97,-2.97,-2.97,-2.97,-2.97,-2.97,-2.97
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-2.98,-2.98,-2.98,-2.98,-2.98,-2.98,-2.98,-2.98
-2.97,-2.97,-2.97,-2.97,-2.97,-2.97,-2.97,-2.97
-2.96,-2.96,-2.96,-2.96,-2.96,-2.96,-2.96,-2.96
-2.95,-2.95,-2.95,-2.95,-2.95,-2.95,-2.95,-2.95
-2.98,-2.98,-2.98,-2.98,-2.98,-2.98,-2.98,-2.98
-3,-3,-3,-3,-3,-3,-3,-3
-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,-3.02
-3,-3,-3,-3,-3,-3,-3,-3
-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99
-2.96,-2.96,-2.96,-2.96,-2.96,-2.96,-2.96,-2.96
-2.96,-2.96,-2.96,-2.96,-2.96,-2.96,-2.96,-2.96
-2.95,-2.95,-2.95,-2.95,-2.95,-2.95,-2.95,-2.95
-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92
-2.91,-2.91,-2.91,-2.91,-2.91,-2.91,-2.91,-2.91
-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92
-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9
-2.84,-2.84,-2.84,-2.84,-2.84,-2.84,-2.84,-2.84
-2.83,-2.83,-2.83,-2.83,-2.83,-2.83,-2.83,-2.83
-2.81,-2.81,-2.81,-2.81,-2.81,-2.81,-2.81,-2.81
-2.81,-2.81,-2.81,-2.81,-2.81,-2.81,-2.81,-2.81
-2.84,-2.84,-2.84,-2.84,-2.84,-2.84,-2.84,-2.84
-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9
-2.97,-2.97,-2.97,-2.97,-2.97,-2.97,-2.97,-2.97
-3.04,-3.04,-3.04,-3.04,-3.04,-3.04,-3.04,-3.04
-3.12,-3.12,-3.12,-3.12,-3.12,-3.12,-3.12,-3.12
-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,-3.02
-2.95,-2.95,-2.95,-2.95,-2.95,-2.95,-2.95,-2.95
-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89
-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8
-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8
-2.61,-2.61,-2.61,-2.61,-2.61,-2.61,-2.61,-2.61
-2.55,-2.55,-2.55,-2.55,-2.55,-2.55,-2.55,-2.55
-2.48,-2.48,-2.48,-2.48,-2.48,-2.48,-2.48,-2.48
-2.44,-2.44,-2.44,-2.44,-2.44,-2.44,-2.44,-2.44
-2.38,-2.38,-2.38,-2.38,-2.38,-2.38,-2.38,-2.38
-2.32,-2.32,-2.32,-2.32,-2.32,-2.32,-2.32,-2.32
-2.25,-2.25,-2.25,-2.25,-2.25,-2.25,-2.25,-2.25
-2.18,-2.18,-2.18,-2.18,-2.18,-2.18,-2.18,-2.18
-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1
-2.04,-2.04,-2.04,-2.04,-2.04,-2.04,-2.04,-2.04
-1.58,-1.58,-1.58,-1.58,-1.58,-1.58,-1.58,-1.58
-2.16,-2.16,-2.16,-2.16,-2.16,-2.16,-2.16,-2.16
-2.23,-2.23,-2.23,-2.23,-2.23,-2.23,-2.23,-2.23
-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31
-2.39,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39
-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
-2.61,-2.61,-2.61,-2.61,-2.61,-2.61,-2.61,-2.61
-2.69,-2.69,-2.69,-2.69,-2.69,-2.69,-2.69,-2.69
-2.77,-2.77,-2.77,-2.77,-2.77,-2.77,-2.77,-2.77
-2.84,-2.84,-2.84,-2.84,-2.84,-2.84,-2.84,-2.84
-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9
-2.94,-2.94,-2.94,-2.94,-2.94,-2.94,-2.94,-2.94
-2.98,-2.98,-2.98,-2.98,-2.98,-2.98,-2.98,-2.98
-3.03,-3.03,-3.03,-3.03,-3.03,-3.03,-3.03,-3.03
-3.04,-3.04,-3.04,-3.04,-3.04,-3.04,-3.04,-3.04
-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1
-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1
-3.16,-3.16,-3.16,-3.16,-3.16,-3.16,-3.16,-3.16
-3.35,-3.35,-3.35,-3.35,-3.35,-3.35,-3.35,-3.35
-3.43,-3.43,-3.43,-3.43,-3.43,-3.43,-3.43,-3.43
-3.51,-3.51,-3.51,-3.51,-3.51,-3.51,-3.51,-3.51
-3.55,-3.55,-3.55,-3.55,-3.55,-3.55,-3.55,-3.55
-3.63,-3.63,-3.63,-3.63,-3.63,-3.63,-3.63,-3.63
-3.67,-3.67,-3.67,-3.67,-3.67,-3.67,-3.67,-3.67
-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7
-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73
-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76
-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,-3.78
-3.8,-3.8,-3.8,-3.8,-3.8,-3.8,-3.8,-3.8
-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86
-3.87,-3.87,-3.87,-3.87,-3.87,-3.87,-3.87,-3.87
-3.87,-3.87,-3.87,-3.87,-3.87,-3.87,-3.87,-3.87
-3.83,-3.83,-3.83,-3.83,-3.83,-3.83,-3.83,-3.83
-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72
-3.65,-3.65,-3.65,-3.65,-3.65,-3.65,-3.65,-3.65
-3.63,-3.63,-3.63,-3.63,-3.63,-3.63,-3.63,-3.63
-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72
-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72
-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74
-3.77,-3.77,-3.77,-3.77,-3.77,-3.77,-3.77,-3.77
-3.81,-3.81,-3.81,-3.81,-3.81,-3.81,-3.81,-3.81
-3.82,-3.82,-3.82,-3.82,-3.82,-3.82,-3.82,-3.82
-3.82,-3.82,-3.82,-3.82,-3.82,-3.82,-3.82,-3.82
-3.81,-3.81,-3.81,-3.81,-3.81,-3.81,-3.81,-3.81
-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75
-3.71,-3.71,-3.71,-3.71,-3.71,-3.71,-3.71,-3.71
-3.69,-3.69,-3.69,-3.69,-3.69,-3.69,-3.69,-3.69
-3.71,-3.71,-3.71,-3.71,-3.71,-3.71,-3.71,-3.71
-3.8,-3.8,-3.8,-3.8,-3.8,-3.8,-3.8,Inf
-3.82,-3.82,-3.82,-3.82,-3.82,-3.82,-3.82,Inf
-3.67,-3.67,-3.67,-3.67,-3.67,-3.67,-3.67,Inf
-3.47,-3.47,-3.47,-3.47,-3.47,-3.47,-3.47,Inf
-3.32,-3.32,-3.32,-3.32,-3.32,-3.32,-3.32,Inf
-3.18,-3.18,-3.18,-3.18,-3.18,-3.18,-3.18,Inf
-3.11,-3.11,-3.11,-3.11,-3.11,-3.11,-3.11,Inf
-3.05,-3.05,-3.05,-3.05,-3.05,-3.05,-3.05,Inf
-3.04,-3.04,-3.04,-3.04,-3.04,-3.04,-3.04,Inf
-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,Inf
-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,Inf
-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,Inf
-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,Inf
-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,Inf
-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,Inf
-3.01,-3.01,-3.01,-3.01,-3.01,-3.01,Inf,-3.01
-3.04,-3.04,-3.04,-3.04,-3.04,-3.04,Inf,-3.04
-3.13,-3.13,-3.13,-3.13,-3.13,-3.13,Inf,-3.13
-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,Inf,-3.2
-3.27,-3.27,-3.27,-3.27,-3.27,-3.27,Inf,-3.27
-3.36,-3.36,-3.36,-3.36,-3.36,-3.36,Inf,-3.36
-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,Inf,-3.4
-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,Inf,-3.4
-3.52,-3.52,-3.52,-3.52,-3.52,-3.52,Inf,-3.52
-3.59,-3.59,-3.59,-3.59,-3.59,-3.59,Inf,-3.59
-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,Inf,-3.7
-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,Inf,-3.86
-4,-4,-4,-4,-4,-4,Inf,-4
-4,-4,-4,-4,-4,-4,Inf,-4
-4.15,-4.15,-4.15,-4.15,-4.15,-4.15,Inf,-4.15
-4.14,-4.14,-4.14,-4.14,-4.14,Inf,-4.14,-4.14
-4.19,-4.19,-4.19,-4.19,-4.19,Inf,-4.19,-4.19
-4.19,-4.19,-4.19,-4.19,-4.19,Inf,-4.19,-4.19
-4.26,-4.26,-4.26,-4.26,-4.26,Inf,-4.26,-4.26
-4.34,-4.34,-4.34,-4.34,-4.34,Inf,-4.34,-4.34
-4.39,-4.39,-4.39,-4.39,-4.39,Inf,-4.39,-4.39
-4.42,-4.42,-4.42,-4.42,-4.42,Inf,-4.42,-4.42
-4.47,-4.47,-4.47,-4.47,-4.47,Inf,-4.47,-4.47
-4.48,-4.48,-4.48,-4.48,-4.48,Inf,-4.48,-4.48
-4.49,-4.49,-4.49,-4.49,-4.49,Inf,-4.49,-4.49
-4.36,-4.36,-4.36,-4.36,-4.36,Inf,-4.36,-4.36
-4.23,-4.23,-4.23,-4.23,-4.23,Inf,-4.23,-4.23
-4.12,-4.12,-4.12,-4.12,-4.12,Inf,-4.12,-4.12
-4.02,-4.02,-4.02,-4.02,-4.02,Inf,-4.02,-4.02
-4.02,-4.02,-4.02,-4.02,-4.02,Inf,-4.02,-4.02
-4.02,-4.02,-4.02,-4.02,Inf,-4.02,-4.02,-4.02
-4,-4,-4,-4,Inf,-4,-4,-4
-4.05,-4.05,-4.05,-4.05,Inf,-4.05,-4.05,-4.05
-4.13,-4.13,-4.13,-4.13,Inf,-4.13,-4.13,-4.13
-4.14,-4.14,-4.14,-4.14,Inf,-4.14,-4.14,-4.14
-4.16,-4.16,-4.16,-4.16,Inf,-4.16,-4.16,-4.16
-4.16,-4.16,-4.16,-4.16,Inf,-4.16,-4.16,-4.16
-4.12,-4.12,-4.12,-4.12,Inf,-4.12,-4.12,-4.12
-4.11,-4.11,-4.11,-4.11,Inf,-4.11,-4.11,-4.11
-4.06,-4.06,-4.06,-4.06,Inf,-4.06,-4.06,-4.06
-4.09,-4.09,-4.09,-4.09,Inf,-4.09,-4.09,-4.09
-4.11,-4.11,-4.11,-4.11,Inf,-4.11,-4.11,-4.11
-4.14,-4.14,-4.14,-4.14,Inf,-4.14,-4.14,-4.14
-4.22,-4.22,-4.22,-4.22,Inf,-4.22,-4.22,-4.22
-4.29,-4.29,-4.29,-4.29,Inf,-4.29,-4.29,-4.29
-4.4,-4.4,-4.4,Inf,-4.4,-4.4,-4.4,-4.4
-4.4,-4.4,-4.4,Inf,-4.4,-4.4,-4.4,-4.4
-4.38,-4.38,-4.38,Inf,-4.38,-4.38,-4.38,-4.38
-4.35,-4.35,-4.35,Inf,-4.35,-4.35,-4.35,-4.35
-4.37,-4.37,-4.37,Inf,-4.37,-4.37,-4.37,-4.37
-4.34,-4.34,-4.34,Inf,-4.34,-4.34,-4.34,-4.34
-4.33,-4.33,-4.33,Inf,-4.33,-4.33,-4.33,-4.33
-4.36,-4.36,-4.36,Inf,-4.36,-4.36,-4.36,-4.36
-4.36,-4.36,-4.36,Inf,-4.36,-4.36,-4.36,-4.36
-4.41,-4.41,-4.41,Inf,-4.41,-4.41,-4.41,-4.41
-4.54,-4.54,-4.54,Inf,-4.54,-4.54,-4.54,-4.54
-4.71,-4.71,-4.71,Inf,-4.71,-4.71,-4.71,-4.71
-4.71,-4.71,-4.71,Inf,-4.71,-4.71,-4.71,-4.71
-4.98,-4.98,-4.98,Inf,-4.98,-4.98,-4.98,-4.98
-5.01,-5.01,-5.01,Inf,-5.01,-5.01,-5.01,-5.01
-5.02,-5.02,Inf,-5.02,-5.02,-5.02,-5.02,-5.02
-5.09,-5.09,Inf,-5.09,-5.09,-5.09,-5.09,-5.09
-5.22,-5.22,Inf,-5.22,-5.22,-5.22,-5.22,-5.22
-5.31,-5.31,Inf,-5.31,-5.31,-5.31,-5.31,-5.31
-5.43,-5.43,Inf,-5.43,-5.43,-5.43,-5.43,-5.43
-5.55,-5.55,Inf,-5.55,-5.55,-5.55,-5.55,-5.55
-5.69,-5.69,Inf,-5.69,-5.69,-5.69,-5.69,-5.69
-5.78,-5.78,Inf,-5.78,-5.78,-5.78,-5.78,-5.78
