"abs_error_sp_15min","abs_error_sp_30min","abs_error_sp_45min","abs_error_sp_60min","abs_error_sp_75min","abs_error_sp_90min","abs_error_sp_105min","abs_error_sp_120min"
2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19
2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19
2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32
2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31
2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29
2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21
2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23
2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18
2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1
2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03
1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99
1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86
1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76
1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66
1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67
1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66
1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61
1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61
1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58
1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54
1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59
1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61
1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62
1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61
1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54
1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47
1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47
1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54
1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61
1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58
1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62
1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68
1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67
1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66
1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56
1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39
1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23
1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78
0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18
1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39
1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61
1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05
2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15
2.14,2.14,2.14,2.14,2.14,2.14,2.14,2.14
2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.11
2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09
2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05
2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04
2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06
2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08
2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1
2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08
1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46
1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87
1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95
1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86
1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89
2,2,2,2,2,2,2,2
2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1
2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22
2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37
2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31
2.17,2.17,2.17,2.17,2.17,2.17,2.17,2.17
1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96
1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96
1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83
1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84
1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82
1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82
1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55
1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17
1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39
1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56
1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67
1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78
1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78
1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82
1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86
1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89
1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73
1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62
1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33
1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16
0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66
0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03
-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03
0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
1,1,1,1,1,1,1,1
1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18
1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24
1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17
1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
1,1,1,1,1,1,1,1
1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3
1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23
1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07
1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23
1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46
1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47
1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57
1.72,1.72,1.72,1.72,1.72,1.72,1.72,1.72
1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83
1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78
1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71
1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68
1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63
1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53
1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48
1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46
1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46
1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17
1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17
1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15
1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66
0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58
0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14
-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24
-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22
-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26
-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34
-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36
-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39
-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53
-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39
-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26
-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06
-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04
-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07
-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04
0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07
-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16
-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27
-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27
-0.32,-0.32,-0.32,-0.32,-0.32,-0.32,-0.32,-0.32
-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25
-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22
-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31
-0.49,-0.49,-0.49,-0.49,-0.49,-0.49,-0.49,-0.49
-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61
-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67
-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72
-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6
-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69
-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77
-0.86,-0.86,-0.86,-0.86,-0.86,-0.86,-0.86,-0.86
-0.86,-0.86,-0.86,-0.86,-0.86,-0.86,-0.86,-0.86
-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95
-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04
-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04
-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19
-1.34,-1.34,-1.34,-1.34,-1.34,-1.34,-1.34,-1.34
-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35
-1.41,-1.41,-1.41,-1.41,-1.41,-1.41,-1.41,-1.41
-1.45,-1.45,-1.45,-1.45,-1.45,-1.45,-1.45,-1.45
-1.45,-1.45,-1.45,-1.45,-1.45,-1.45,-1.45,-1.45
-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46
-1.56,-1.56,-1.56,-1.56,-1.56,-1.56,-1.56,-1.56
-1.64,-1.64,-1.64,-1.64,-1.64,-1.64,-1.64,-1.64
-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72
-1.76,-1.76,-1.76,-1.76,-1.76,-1.76,-1.76,-1.76
-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84
-1.93,-1.93,-1.93,-1.93,-1.93,-1.93,-1.93,-1.93
-2,-2,-2,-2,-2,-2,-2,-2
-2.06,-2.06,-2.06,-2.06,-2.06,-2.06,-2.06,-2.06
-2.13,-2.13,-2.13,-2.13,-2.13,-2.13,-2.13,-2.13
-2.18,-2.18,-2.18,-2.18,-2.18,-2.18,-2.18,-2.18
-2.24,-2.24,-2.24,-2.24,-2.24,-2.24,-2.24,-2.24
-2.23,-2.23,-2.23,-2.23,-2.23,-2.23,-2.23,-2.23
-2.27,-2.27,-2.27,-2.27,-2.27,-2.27,-2.27,-2.27
-2.41,-2.41,-2.41,-2.41,-2.41,-2.41,-2.41,-2.41
-2.52,-2.52,-2.52,-2.52,-2.52,-2.52,-2.52,-2.52
-2.6,-2.6,-2.6,-2.6,-2.7,-2.6,-2.6,-2.6
-2.61,-2.61,-2.61,-2.61,-2.61,-2.61,-2.61,-2.61
-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6
-2.56,-2.56,-2.56,-2.56,-2.56,-2.56,-2.56,-2.56
-2.56,-2.56,-2.56,-2.56,-2.56,-2.56,-2.56,-2.56
-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6
-2.65,-2.65,-2.65,-2.65,-2.65,-2.65,-2.65,-2.65
-2.66,-2.66,-2.76,-2.66,-2.66,-2.66,-2.66,-2.66
-2.56,-2.56,-2.56,-2.66,-2.56,-2.56,-2.56,-2.56
-2.51,-2.51,-2.51,-2.51,-2.51,-2.51,-2.51,-2.51
-2.47,-2.95,-2.47,-2.47,-2.57,-2.47,-2.47,-2.47
-2.48,-2.48,-2.48,-2.48,-2.48,-2.48,-2.48,-2.48
-2.83,-2.54,-2.44,-2.44,-2.44,-2.44,-2.44,-2.44
-2.29,-2.29,-2.39,-2.29,-2.39,-2.29,-2.39,-2.29
-2.98,-2.53,-2.7,-2.22,-3.08,-2.22,-2.22,-2.51
-2.16,-2.26,-2.74,-2.16,-3.16,-2.16,-2.16,-2.26
-2,-2.1,-2,-2,-2,-2,-2,-2
-1.93,-1.83,-1.83,-1.83,-1.83,-1.93,-1.93,-1.83
-1.76,-1.76,-1.86,-1.86,-1.76,-1.76,-2.53,-1.76
-1.64,-1.64,-1.74,-1.64,-1.93,-2.03,-1.74,-1.84
-1.7,-1.5,-1.5,-2.15,-1.5,-2.97,-1.5,-1.5
-1.34,-1.34,-1.63,-1.34,-1.92,-1.34,-1.92,-1.34
-1.51,-1.51,-1.87,-1.99,-1.32,-1.61,-1.51,-1.22
-1.19,-1.58,-1.95,-2.96,-5.54,-1.58,-1.19,-1.48
-1.69,-1.11,-1.6,-1.21,-1.21,-1.69,-2.35,-1.21
-1.28,-1.08,-1.08,-1.56,-1.08,-1.08,-1.08,-1.37
-0.97,-0.97,-1.55,-1.55,-1.65,-1.45,-2.2,-1.55
-1.18,-1.37,-1.2,-2.11,-0.99,-0.89,-1.84,-1.66
-0.8,-2.31,-1.38,-0.8,-1.93,-1.93,-1.75,-1.19
-1.86,-1.66,-0.91,-1.1,-0.91,-0.91,-1,-1
-2.7,-0.76,-2.96,-0.95,-3.2,-0.66,-0.86,-0.76
-0.7,-0.6,-3.38,-2.02,-1.72,-1.25,-0.6,-1.18
-2.06,-0.53,-1.66,-1.3,-1.56,-0.82,-1.2,-1.3
-2.9,-0.59,-0.49,-4.61,-0.78,-0.78,-0.3,-1.06
-1.11,-0.44,-0.34,-0.15,-0.05,-0.15,-1.02,-0.05
-1.47,-2.56,-0.35,-0.06,-1.01,-1.66,-3.93,-0.61
-0.6,-0.22,0.17,-0.22,-0.62,-0.78,-3.99,-0.03
0.29,-1.13,-1.31,-0.19,-1.7,-1.01,-1.59,0.19
-0.09,-0.19,-1.67,0.29,-1.02,0.39,-1.93,0.29
0.29,0.39,-0.09,-0.95,-4.81,0.39,-0.29,0.39
0.01,0.67,-2.4,0.29,-0.41,0.67,-0.46,-3.28
-0.05,0.22,-2.9,-0.4,-5.1,0.9,0.9,-9.09
-19.22,-14.85,-0.67,-0.88,0.9,-2,0.32,-0.61
-4.06,-0.31,-2.62,-4.55,-0.2,-5.38,0.69,-3.39
-1.61,-4.92,1.5,-1.97,-4.24,-3.51,-0.95,-6.61
-8.46,0.54,-3.62,-0.97,-5.08,1.66,-1.29,-6.05
-11.02,-2.23,1.14,0.3,-3.98,1.72,-1.92,0.93
1.24,-0.34,-5.55,-1.21,1.12,0.59,-4.69,1.6
1.97,-8.42,-4.57,-2.92,-3.83,-3.1,-5.1,0.91
-0.76,-3.7,0.01,2.04,-6.21,-0.35,2.04,-0.24
-4.48,-0.53,-1.31,0.74,1.78,0.44,2.16,-9.4
-1.23,1.6,2.27,-0.44,0.55,-8.3,1.98,2.27
-1.24,0.03,-2.47,-14.36,-4.07,0.2,0.91,-2.11
-3.38,-9.45,-4.85,-3.66,-5.86,-0.47,-5.17,-4.38
-0.34,-0.09,-10.84,2.16,0.33,-15.09,2.33,-5.35
1.2,1.18,-2.25,-3.55,0.1,-5.86,-4.42,-10.71
2.14,-4.27,-1.32,0.69,3.09,2.8,-17.81,2.32
3.28,-3.13,-5.91,-1.05,3.08,2.99,-3.65,0.68
3.23,1.72,1.01,-0.25,0.62,3.33,3.23,-2.11
0.01,3.49,2.91,-3.22,-2.21,3.29,-2.08,3.49
2.72,3.55,-12.34,-0.84,1.48,3.16,-0.13,-1.16
-0.83,3.17,3.75,-6.05,-5.42,1.75,0.17,3.75
-12.33,-1.59,2.49,-14.93,-12.93,2.97,-2.51,2.33
-0.22,-16.06,-3.19,-27.79,2.57,3.6,2.65,2.73
-8.74,-0.84,3.61,-0.58,-2.17,-3.02,1.88,3.81
0.58,-10.56,-0.95,3.69,0.5,-6.01,3.79,3.21
-0.13,-13.5,-5.47,3.8,3.6,-12.18,3.8,1.77
3.87,-9.63,0.02,1.81,1.11,-1.42,-0.32,-0.66
2.03,-9.38,-3.9,-8.35,-6.23,3.24,-5.22,-5.18
-6.83,4.03,-2.46,-2.49,-2.97,-1.85,3.55,3.08
-9.91,2.92,1.16,3.58,-1.01,-8.89,2.81,-8.27
1.14,1.49,3.2,-10.09,2.56,-26.43,-4.41,-37.44
-0.01,-2.12,2.29,-14.04,-0.35,2.77,-26.65,-48.75
2.3,-3.01,-4.42,-8.22,-15.89,0.66,-43.96,-49.22
0.15,-5.27,-15.4,-18.56,-28.46,-11.19,-48.22,-50.06
-2.51,0.22,-19.18,-3.37,0.69,-47.43,-50.2,-5.24
-7.06,2.43,3.25,2.21,2.21,-48.44,-47.7,-4.07
-2.58,-2.74,2.48,-13.27,3.21,-49.52,-43.8,3.51
-14.29,-38.69,-3.31,-4.87,-7.67,-49.51,-12.18,1.65
-1.36,-49.14,-5.9,2.09,-14.24,-48.43,2.87,-4.56
-4.16,-48.99,-0.1,-1.77,-1.04,-47.72,0.28,2.65
1.35,-47.33,1.55,-8.33,-5.64,-48.29,1.4,1.57
3.26,-48.25,-9.59,-21.51,-6.67,-48.94,2.76,-5.64
2.65,-47.22,2.83,-13.8,2.39,-48.2,2.47,-33.27
-2.94,-44.22,0.43,-16.95,-7.2,-47.99,-6.12,-47.17
-7.71,-37.78,3.59,2.59,2.73,-47.99,-27.56,-48.69
-10.74,-43.37,-17.28,-6.56,-20.74,-47.93,-31.42,-48.31
-7.73,-47.34,-40.28,0.93,-38.56,-47.89,-6.23,-47.71
-2.02,-45.89,-47.52,0.7,-46.74,-46.74,-2.54,-46.82
4.91,-41.26,-47.24,5.79,-47.25,-46.91,-6.8,-38.54
-40.89,-46.1,-9.69,-46.95,-41.18,4.64,-8.63,-3.87
-25.74,-45.13,-40.56,-45.89,-12.46,1.59,6.56,3.74
4.94,-42.81,-45.18,-43.05,-1.8,-9.67,3.05,4.18
5.72,-41.46,-45.02,-39.07,-20.08,2.08,-1.96,2.58
6.36,-35.52,-44.71,-43.77,-15.16,6.72,-9.13,-8.96
-4.12,-31.69,-43.37,-44.61,5.42,7.44,-21.4,-2.08
0.02,-8.05,-44.1,-41.65,-5.14,5.58,6.93,-8.73
-1.23,0.47,-43.81,-29.74,-11.22,5.08,9.41,-3.59
9.2,8.87,-22.99,-6.12,6.81,-2.54,6.65,8.34
-17.51,4.25,3.41,6.36,2.5,-4.31,7.98,8.65
-19.9,-5.28,-3.61,1.82,-0.28,9.02,1.37,-5.75
-17.65,-4.72,9.1,-7.56,-4.59,9.64,-1.66,-19.11
0.71,9.7,9.76,9.25,0.11,8.2,-29.08,-29.92
