"abs_error_sp_15min","abs_error_sp_30min","abs_error_sp_45min","abs_error_sp_60min","abs_error_sp_75min","abs_error_sp_90min","abs_error_sp_105min","abs_error_sp_120min"
-4.67,-4.67,-4.67,-4.67,-4.67,-4.67,-4.67,-4.67
-4.91,-4.91,-4.91,-4.91,-4.91,-4.91,-4.91,-4.91
-5.15,-5.15,-5.15,-5.15,-5.15,-5.15,-5.15,-5.15
-5.33,-5.33,-5.33,-5.33,-5.33,-5.33,-5.33,-5.33
-5.41,-5.41,-5.41,-5.41,-5.41,-5.41,-5.41,-5.41
-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5
-5.62,-5.62,-5.62,-5.62,-5.62,-5.62,-5.62,-5.62
-5.66,-5.66,-5.66,-5.66,-5.66,-5.66,-5.66,-5.66
-5.71,-5.71,-5.71,-5.71,-5.71,-5.71,-5.71,-5.71
-5.73,-5.73,-5.73,-5.73,-5.73,-5.73,-5.73,-5.73
-5.77,-5.77,-5.77,-5.77,-5.77,-5.77,-5.77,-5.77
-5.81,-5.81,-5.81,-5.81,-5.81,-5.81,-5.81,-5.81
-5.87,-5.87,-5.87,-5.87,-5.87,-5.87,-5.87,-5.87
-5.93,-5.93,-5.93,-5.93,-5.93,-5.93,-5.93,-5.93
-5.99,-5.99,-5.99,-5.99,-5.99,-5.99,-5.99,-5.99
-5.99,-5.99,-5.99,-5.99,-5.99,-5.99,-5.99,-5.99
-6,-6,-6,-6,-6,-6,-6,-6
-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13
-6.21,-6.21,-6.21,-6.21,-6.21,-6.21,-6.21,-6.21
-6.28,-6.28,-6.28,-6.28,-6.28,-6.28,-6.28,-6.28
-6.28,-6.28,-6.28,-6.28,-6.28,-6.28,-6.28,-6.28
-6.48,-6.48,-6.48,-6.48,-6.48,-6.48,-6.48,-6.48
-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6
-6.67,-6.67,-6.67,-6.67,-6.67,-6.67,-6.67,-6.67
-6.79,-6.79,-6.79,-6.79,-6.79,-6.79,-6.79,-6.79
-6.91,-6.91,-6.91,-6.91,-6.91,-6.91,-6.91,-6.91
-7.08,-7.08,-7.08,-7.08,-7.08,-7.08,-7.08,-7.08
-7.16,-7.16,-7.16,-7.16,-7.16,-7.16,-7.16,-7.16
-7.21,-7.21,-7.21,-7.21,-7.21,-7.21,-7.21,-7.21
-7.27,-7.27,-7.27,-7.27,-7.27,-7.27,-7.27,-7.27
-7.32,-7.32,-7.32,-7.32,-7.32,-7.32,-7.32,-7.32
-7.38,-7.38,-7.38,-7.38,-7.38,-7.38,-7.38,-7.38
-7.42,-7.42,-7.42,-7.42,-7.42,-7.42,-7.42,-7.42
-7.45,-7.45,-7.45,-7.45,-7.45,-7.45,-7.45,-7.45
-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48
-7.54,-7.54,-7.54,-7.54,-7.54,-7.54,-7.54,-7.54
-7.6,-7.6,-7.6,-7.6,-7.6,-7.6,-7.6,-7.6
-7.51,-7.51,-7.51,-7.51,-7.51,-7.51,-7.51,-7.51
-7.47,-7.47,-7.47,-7.47,-7.47,-7.47,-7.47,-7.47
-7.39,-7.39,-7.39,-7.39,-7.39,-7.39,-7.39,-7.39
-7.25,-7.25,-7.25,-7.25,-7.25,-7.25,-7.25,-7.25
-7.16,-7.16,-7.16,-7.16,-7.16,-7.16,-7.16,-7.16
-7.13,-7.13,-7.13,-7.13,-7.13,-7.13,-7.13,-7.13
-7.15,-7.15,-7.15,-7.15,-7.15,-7.15,-7.15,-7.15
-7.16,-7.16,-7.16,-7.16,-7.16,-7.16,-7.16,-7.16
-7.17,-7.17,-7.17,-7.17,-7.17,-7.17,-7.17,-7.17
-7.19,-7.19,-7.19,-7.19,-7.19,-7.19,-7.19,-7.19
-7.23,-7.23,-7.23,-7.23,-7.23,-7.23,-7.23,-7.23
-7.26,-7.26,-7.26,-7.26,-7.26,-7.26,-7.26,-7.26
-7.29,-7.29,-7.29,-7.29,-7.29,-7.29,-7.29,-7.29
-7.28,-7.28,-7.28,-7.28,-7.28,-7.28,-7.28,-7.28
-7.28,-7.28,-7.28,-7.28,-7.28,-7.28,-7.28,-7.28
-7.41,-7.41,-7.41,-7.41,-7.41,-7.41,-7.41,-7.41
-7.41,-7.41,-7.41,-7.41,-7.41,-7.41,-7.41,-7.41
-7.69,-7.69,-7.69,-7.69,-7.69,-7.69,-7.69,-7.69
-7.88,-7.88,-7.88,-7.88,-7.88,-7.88,-7.88,-7.88
-7.99,-7.99,-7.99,-7.99,-7.99,-7.99,-7.99,-7.99
-8.05,-8.05,-8.05,-8.05,-8.05,-8.05,-8.05,-8.05
-8.06,-8.06,-8.06,-8.06,-8.06,-8.06,-8.06,-8.06
-8.07,-8.07,-8.07,-8.07,-8.07,-8.07,-8.07,-8.07
-8.09,-8.09,-8.09,-8.09,-8.09,-8.09,-8.09,-8.09
-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11,-8.11
-8.1,-8.1,-8.1,-8.1,-8.1,-8.1,-8.1,-8.1
-8.12,-8.12,-8.12,-8.12,-8.12,-8.12,-8.12,-8.12
-8.14,-8.14,-8.14,-8.14,-8.14,-8.14,-8.14,-8.14
-8.16,-8.16,-8.16,-8.16,-8.16,-8.16,-8.16,-8.16
-8.19,-8.19,-8.19,-8.19,-8.19,-8.19,-8.19,-8.19
-8.19,-8.19,-8.19,-8.19,-8.19,-8.19,-8.19,-8.19
-8.19,-8.19,-8.19,-8.19,-8.19,-8.19,-8.19,-8.19
-8.19,-8.19,-8.19,-8.19,-8.19,-8.19,-8.19,-8.19
-8.08,-8.08,-8.08,-8.08,-8.08,-8.08,-8.08,-8.08
-7.98,-7.98,-7.98,-7.98,-7.98,-7.98,-7.98,-7.98
-7.84,-7.84,-7.84,-7.84,-7.84,-7.84,-7.84,-7.84
-7.75,-7.75,-7.75,-7.75,-7.75,-7.75,-7.75,-7.75
-7.57,-7.57,-7.57,-7.57,-7.57,-7.57,-7.57,-7.57
-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48
-7.24,-7.24,-7.24,-7.24,-7.24,-7.24,-7.24,-7.24
-7,-7,-7,-7,-7,-7,-7,-7
-6.76,-6.76,-6.76,-6.76,-6.76,-6.76,-6.76,-6.76
-6.53,-6.53,-6.53,-6.53,-6.53,-6.53,-6.53,-6.53
-6.53,-6.53,-6.53,-6.53,-6.53,-6.53,-6.53,-6.53
-6.29,-6.29,-6.29,-6.29,-6.29,-6.29,-6.29,-6.29
-6.05,-6.05,-6.05,-6.05,-6.05,-6.05,-6.05,-6.05
-6.05,-6.05,-6.05,-6.05,-6.05,-6.05,-6.05,-6.05
-5.64,-5.64,-5.64,-5.64,-5.64,-5.64,-5.64,-5.64
-5.23,-5.23,-5.23,-5.23,-5.23,-5.23,-5.23,-5.23
-5.08,-5.08,-5.08,-5.08,-5.08,-5.08,-5.08,-5.08
-4.87,-4.87,-4.87,-4.87,-4.87,-4.87,-4.87,-4.87
-4.66,-4.66,-4.66,-4.66,-4.66,-4.66,-4.66,-4.66
-4.54,-4.54,-4.54,-4.54,-4.54,-4.54,-4.54,-4.54
-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3
-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2
-4.23,-4.23,-4.23,-4.23,-4.23,-4.23,-4.23,-4.23
-4.25,-4.25,-4.25,-4.25,-4.25,-4.25,-4.25,-4.25
-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28
-4.31,-4.31,-4.31,-4.31,-4.31,-4.31,-4.31,-4.31
-4.34,-4.34,-4.34,-4.34,-4.34,-4.34,-4.34,-4.34
-4.45,-4.45,-4.45,-4.45,-4.45,-4.45,-4.45,-4.45
-4.55,-4.55,-4.55,-4.55,-4.55,-4.55,-4.55,-4.55
-4.62,-4.62,-4.62,-4.62,-4.62,-4.62,-4.62,-4.62
-4.69,-4.69,-4.69,-4.69,-4.69,-4.69,-4.69,-4.69
-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76
-4.93,-4.93,-4.93,-4.93,-4.93,-4.93,-4.93,-4.93
-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1
-5.27,-5.27,-5.27,-5.27,-5.27,-5.27,-5.27,-5.27
-5.47,-5.47,-5.47,-5.47,-5.47,-5.47,-5.47,-5.47
-5.68,-5.68,-5.68,-5.68,-5.68,-5.68,-5.68,-5.68
-5.82,-5.82,-5.82,-5.82,-5.82,-5.82,-5.82,-5.82
-5.97,-5.97,-5.97,-5.97,-5.97,-5.97,-5.97,-5.97
-6.12,-6.12,-6.12,-6.12,-6.12,-6.12,-6.12,-6.12
-6.24,-6.24,-6.24,-6.24,-6.24,-6.24,-6.24,-6.24
-6.24,-6.24,-6.24,-6.24,-6.24,-6.24,-6.24,-6.24
-6.46,-6.46,-6.46,-6.46,-6.46,-6.46,-6.46,-6.46
-6.46,-6.46,-6.46,-6.46,-6.46,-6.46,-6.46,-6.46
-6.7,-6.7,-6.7,-6.7,-6.7,-6.7,-6.7,-6.7
-6.83,-6.83,-6.83,-6.83,-6.83,-6.83,-6.83,-6.83
-6.97,-6.97,-6.97,-6.97,-6.97,-6.97,-6.97,-6.97
-6.82,-6.82,-6.82,-6.82,-6.82,-6.82,-6.82,-6.82
-6.56,-6.56,-6.56,-6.56,-6.56,-6.56,-6.56,-6.56
-6.3,-6.3,-6.3,-6.3,-6.3,-6.3,-6.3,-6.3
-6.04,-6.04,-6.04,-6.04,-6.04,-6.04,-6.04,-6.04
-5.78,-5.78,-5.78,-5.78,-5.78,-5.78,-5.78,-5.78
-5.47,-5.47,-5.47,-5.47,-5.47,-5.47,-5.47,-5.47
-5.15,-5.15,-5.15,-5.15,-5.15,-5.15,-5.15,-5.15
-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84
-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84
-4.27,-4.27,-4.27,-4.27,-4.27,-4.27,-4.27,-4.27
-3.92,-3.92,-3.92,-3.92,-3.92,-3.92,-3.92,-3.92
-3.56,-3.56,-3.56,-3.56,-3.56,-3.56,-3.56,-3.56
-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2
-2.84,-2.84,-2.84,-2.84,-2.84,-2.84,-2.84,-2.84
-2.48,-2.48,-2.48,-2.48,-2.48,-2.48,-2.48,-2.48
-2.35,-2.35,-2.35,-2.35,-2.35,-2.35,-2.35,-2.35
-2.34,-2.34,-2.34,-2.34,-2.34,-2.34,-2.34,-2.34
-2.32,-2.32,-2.32,-2.32,-2.32,-2.32,-2.32,-2.32
-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31
-2.36,-2.36,-2.36,-2.36,-2.36,-2.36,-2.36,-2.36
-2.42,-2.42,-2.42,-2.42,-2.42,-2.42,-2.42,-2.42
-2.48,-2.48,-2.48,-2.48,-2.48,-2.48,-2.48,-2.48
-2.55,-2.55,-2.55,-2.55,-2.55,-2.55,-2.55,-2.55
-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63
-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7
-2.77,-2.77,-2.77,-2.77,-2.77,-2.77,-2.77,-2.77
-2.91,-2.91,-2.91,-2.91,-2.91,-2.91,-2.91,-2.91
-2.91,-2.91,-2.91,-2.91,-2.91,-2.91,-2.91,-2.91
-3.21,-3.21,-3.21,-3.21,-3.21,-3.21,-3.21,-3.21
-3.32,-3.32,-3.32,-3.32,-3.32,-3.32,-3.32,-3.32
-3.45,-3.45,-3.45,-3.45,-3.45,-3.45,-3.45,-3.45
-3.53,-3.53,-3.53,-3.53,-3.53,-3.53,-3.53,-3.53
-3.61,-3.61,-3.61,-3.61,-3.61,-3.61,-3.61,-3.61
-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74
-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79
-3.84,-3.84,-3.84,-3.84,-3.84,-3.84,-3.84,-3.84
-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9
-3.94,-3.94,-3.94,-3.94,-3.94,-3.94,-3.94,-3.94
-4.05,-4.05,-4.05,-4.05,-4.05,-4.05,-4.05,-4.05
-3.96,-3.96,-3.96,-3.96,-3.96,-3.96,-3.96,-3.96
-3.95,-3.95,-3.95,-3.95,-3.95,-3.95,-3.95,-3.95
-4.01,-4.01,-4.01,-4.01,-4.01,-4.01,-4.01,-4.01
-4.02,-4.02,-4.02,-4.02,-4.02,-4.02,-4.02,-4.02
-4.11,-4.11,-4.11,-4.11,-4.11,-4.11,-4.11,-4.11
-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2
-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2
-4.24,-4.24,-4.24,-4.24,-4.24,-4.24,-4.24,-4.24
-4.29,-4.29,-4.29,-4.29,-4.29,-4.29,-4.29,-4.29
-4.29,-4.29,-4.29,-4.29,-4.29,-4.29,-4.29,-4.29
-4.24,-4.24,-4.24,-4.24,-4.24,-4.24,-4.24,-4.24
-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2
-4.15,-4.15,-4.15,-4.15,-4.15,-4.15,-4.15,-4.15
-4.1,-4.1,-4.1,-4.1,-4.1,-4.1,-4.1,-4.1
-4.05,-4.05,-4.05,-4.05,-4.05,-4.05,-4.05,-4.05
-4.05,-4.05,-4.05,-4.05,-4.05,-4.05,-4.05,-4.05
-4.05,-4.05,-4.05,-4.05,-4.05,-4.05,-4.05,-4.05
-3.94,-3.94,-3.94,-3.94,-3.94,-3.94,-3.94,-3.94
-3.81,-3.81,-3.81,-3.81,-3.81,-3.81,-3.81,-3.81
-3.69,-3.69,-3.69,-3.69,-3.69,-3.69,-3.69,-3.69
-3.53,-3.53,-3.53,-3.53,-3.53,-3.53,-3.53,-3.53
-3.45,-3.45,-3.45,-3.45,-3.45,-3.45,-3.45,-3.45
-3.37,-3.37,-3.37,-3.37,-3.37,-3.37,-3.37,-3.37
-3.29,-3.29,-3.29,-3.29,-3.29,-3.29,-3.29,-3.29
-3.29,-3.29,-3.29,-3.29,-3.29,-3.29,-3.29,-3.29
-3.35,-3.35,-3.35,-3.35,-3.35,-3.35,-3.35,-3.35
-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4
-3.46,-3.46,-3.46,-3.46,-3.46,-3.46,-3.46,-3.46
-3.52,-3.52,-3.52,-3.52,-3.52,-3.52,-3.52,-3.52
-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57
-3.63,-3.63,-3.63,-3.63,-3.63,-3.63,-3.63,-3.63
-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76
-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9
-4.03,-4.03,-4.03,-4.03,-4.03,-4.03,-4.03,-4.03
-4.17,-4.17,-4.17,-4.17,-4.17,-4.17,-4.17,-4.17
-4.34,-4.34,-4.34,-4.34,-4.34,-4.34,-4.34,-4.34
-4.51,-4.51,-4.51,-4.51,-4.51,-4.51,-4.51,-4.51
-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68
-4.91,-4.91,-4.91,-4.91,-4.91,-4.91,-4.91,-4.91
-5.05,-5.05,-5.05,-5.05,-5.05,-5.05,-5.05,-5.05
-5.18,-5.18,-5.18,-5.18,-5.18,-5.18,-5.18,-5.18
-5.32,-5.32,-5.32,-5.32,-5.32,-5.32,-5.32,-5.32
-5.46,-5.46,-5.46,-5.46,-5.46,-5.46,-5.46,-5.46
-5.57,-5.57,-5.57,-5.57,-5.57,-5.57,-5.57,-5.57
-5.67,-5.67,-5.67,-5.67,-5.67,-5.67,-5.67,-5.67
-5.76,-5.76,-5.76,-5.76,-5.76,-5.76,-5.76,-5.76
-5.81,-5.81,-5.81,-5.81,-5.81,-5.81,-5.81,-5.81
-5.86,-5.86,-5.86,-5.86,-5.86,-5.86,-5.86,Inf
-5.98,-5.98,-5.98,-5.98,-5.98,-5.98,-5.98,Inf
-6.1,-6.1,-6.1,-6.1,-6.1,-6.1,-6.1,Inf
-6.18,-6.18,-6.18,-6.18,-6.18,-6.18,-6.18,Inf
-6.28,-6.28,-6.28,-6.28,-6.28,-6.28,-6.28,Inf
-6.38,-6.38,-6.38,-6.38,-6.38,-6.38,-6.38,Inf
-6.39,-6.39,-6.39,-6.39,-6.39,-6.39,-6.39,Inf
-6.38,-6.38,-6.38,-6.38,-6.38,-6.38,-6.38,Inf
-6.38,-6.38,-6.38,-6.38,-6.38,-6.38,-6.38,Inf
-6.37,-6.37,-6.37,-6.37,-6.37,-6.37,-6.37,Inf
-6.37,-6.37,-6.37,-6.37,-6.37,-6.37,-6.37,Inf
-6.52,-6.52,-6.52,-6.52,-6.52,-6.52,-6.52,Inf
-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,Inf
-6.71,-6.71,-6.71,-6.71,-6.71,-6.71,-6.71,Inf
-6.78,-6.78,-6.78,-6.78,-6.78,-6.78,-6.78,Inf
-6.84,-6.84,-6.84,-6.84,-6.84,-6.84,Inf,-6.84
-6.83,-6.83,-6.83,-6.83,-6.83,-6.83,Inf,-6.83
-6.82,-6.82,-6.82,-6.82,-6.82,-6.82,Inf,-6.82
-6.84,-6.84,-6.84,-6.84,-6.84,-6.84,Inf,-6.84
-6.84,-6.84,-6.84,-6.84,-6.84,-6.84,Inf,-6.84
-6.84,-6.84,-6.84,-6.84,-6.84,-6.84,Inf,-6.84
-6.87,-6.87,-6.87,-6.87,-6.87,-6.87,Inf,-6.87
-6.87,-6.87,-6.87,-6.87,-6.87,-6.87,Inf,-6.87
-6.8,-6.8,-6.8,-6.8,-6.8,-6.8,Inf,-6.8
-6.76,-6.76,-6.76,-6.76,-6.76,-6.76,Inf,-6.76
-6.59,-6.59,-6.59,-6.59,-6.59,-6.59,Inf,-6.59
-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,Inf,-6.42
-6.21,-6.21,-6.21,-6.21,-6.21,-6.21,Inf,-6.21
-6.21,-6.21,-6.21,-6.21,-6.21,-6.21,Inf,-6.21
-5.78,-5.78,-5.78,-5.78,-5.78,-5.78,Inf,-5.78
-5.65,-5.65,-5.65,-5.65,-5.65,Inf,-5.65,-5.65
-5.53,-5.53,-5.53,-5.53,-5.53,Inf,-5.53,-5.53
-5.53,-5.53,-5.53,-5.53,-5.53,Inf,-5.53,-5.53
-5.23,-5.23,-5.23,-5.23,-5.23,Inf,-5.23,-5.23
-5.09,-5.09,-5.09,-5.09,-5.09,Inf,-5.09,-5.09
-4.95,-4.95,-4.95,-4.95,-4.95,Inf,-4.95,-4.95
-4.81,-4.81,-4.81,-4.81,-4.81,Inf,-4.81,-4.81
-4.71,-4.71,-4.71,-4.71,-4.71,Inf,-4.71,-4.71
-4.6,-4.6,-4.6,-4.6,-4.6,Inf,-4.6,-4.6
-4.54,-4.54,-4.54,-4.54,-4.54,Inf,-4.54,-4.54
-4.6,-4.6,-4.6,-4.6,-4.6,Inf,-4.6,-4.6
-4.67,-4.67,-4.67,-4.67,-4.67,Inf,-4.67,-4.67
-4.77,-4.77,-4.77,-4.77,-4.77,Inf,-4.77,-4.77
-4.88,-4.88,-4.88,-4.88,-4.88,Inf,-4.88,-4.88
-5.04,-5.04,-5.04,-5.04,-5.04,Inf,-5.04,-5.04
-5.09,-5.09,-5.09,-5.09,Inf,-5.09,-5.09,-5.09
-5.14,-5.14,-5.14,-5.14,Inf,-5.14,-5.14,-5.14
-5.22,-5.22,-5.22,-5.22,Inf,-5.22,-5.22,-5.22
-5.31,-5.31,-5.31,-5.31,Inf,-5.31,-5.31,-5.31
-5.4,-5.4,-5.4,-5.4,Inf,-5.4,-5.4,-5.4
-5.49,-5.49,-5.49,-5.49,Inf,-5.49,-5.49,-5.49
-5.58,-5.58,-5.58,-5.58,Inf,-5.58,-5.58,-5.58
-5.76,-5.76,-5.76,-5.76,Inf,-5.76,-5.76,-5.76
-5.88,-5.88,-5.88,-5.88,Inf,-5.88,-5.88,-5.88
-5.98,-5.98,-5.98,-5.98,Inf,-5.98,-5.98,-5.98
-6.01,-6.01,-6.01,-6.01,Inf,-6.01,-6.01,-6.01
-6.08,-6.08,-6.08,-6.08,Inf,-6.08,-6.08,-6.08
-6.15,-6.15,-6.15,-6.15,Inf,-6.15,-6.15,-6.15
-6.18,-6.18,-6.18,-6.18,Inf,-6.18,-6.18,-6.18
-6.02,-6.02,-6.02,-6.02,Inf,-6.02,-6.02,-6.02
-5.86,-5.86,-5.86,Inf,-5.86,-5.86,-5.86,-5.86
-5.86,-5.86,-5.86,Inf,-5.86,-5.86,-5.86,-5.86
-5.51,-5.51,-5.51,Inf,-5.51,-5.51,-5.51,-5.51
-5.23,-5.23,-5.23,Inf,-5.23,-5.23,-5.23,-5.23
-4.95,-4.95,-4.95,Inf,-4.95,-4.95,-4.95,-4.95
-4.79,-4.79,-4.79,Inf,-4.79,-4.79,-4.79,-4.79
-4.63,-4.63,-4.63,Inf,-4.63,-4.63,-4.63,-4.63
-4.42,-4.42,-4.42,Inf,-4.42,-4.42,-4.42,-4.42
-4.34,-4.34,-4.34,Inf,-4.34,-4.34,-4.34,-4.34
-4.24,-4.24,-4.24,Inf,-4.24,-4.24,-4.24,-4.24
-4.16,-4.16,-4.16,Inf,-4.16,-4.16,-4.16,-4.16
-4.12,-4.12,-4.12,Inf,-4.12,-4.12,-4.12,-4.12
-4.12,-4.12,-4.12,Inf,-4.12,-4.12,-4.12,-4.12
-4.15,-4.15,-4.15,Inf,-4.15,-4.15,-4.15,-4.15
-4.31,-4.31,-4.31,Inf,-4.31,-4.31,-4.31,-4.31
-4.6,-4.6,Inf,-4.6,-4.6,-4.6,-4.6,-4.6
-4.9,-4.9,Inf,-4.9,-4.9,-4.9,-4.9,-4.9
-5.14,-5.14,Inf,-5.14,-5.14,-5.14,-5.14,-5.14
-5.4,-5.4,Inf,-5.4,-5.4,-5.4,-5.4,-5.4
-5.61,-5.61,Inf,-5.61,-5.61,-5.61,-5.61,-5.61
